Segment_ID,Phrase,clip,ID,clean_text,clean_text2,y,y_pred,confusion
22343111," Don't expect much in in (stutter) acting or anything like that, it's pretty much just classic Alien Versus Predators",11,223431, dont expect much in in stutter acting or anything like that its pretty much just classic alien versus predators,dont expect much stutter acting anything like pretty much classic alien versus predator,-1,-1,0
2242633, The movie is just really not that great,3,224263, the movie is just really not that great,movie really great,-1,-1,0
OHWyYVux-yw4,"Because once somebody has opened up their wallet and bought from you, then you have a much higher chance of selling them other things on the backend.",4,OHWyYVux-yw,because once somebody has opened up their wallet and bought from you then you have a much higher chance of selling them other things on the backend,somebody opened wallet bought much higher chance selling thing backend,1,1,0
3lkn8MS3n8Q25,"In the end, at least in my experience, what you do isn't going to be nearly as interesting or important as who you do it with.",25,3lkn8MS3n8Q,in the end at least in my experience what you do isnt going to be nearly as interesting or important as who you do it with,end least experience isnt going nearly interesting important,1,1,0
CKqDDh50gcU7,"Go to the citizentube YouTube channel and create a Google Moderator account there, and sumbit your answer to the question: What is the number one way that the U.S.",7,CKqDDh50gcU,go to the citizentube youtube channel and create a google moderator account there and sumbit your answer to the question what is the number one way that the us,go citizentube youtube channel create google moderator account sumbit answer question number one way u,1,1,0
IawsOlEKRf028,"But if you're looking for a great new razor to try, I highly recommend Gillette Venus.",28,IawsOlEKRf0,but if youre looking for a great new razor to try i highly recommend gillette venus,youre looking great new razor try highly recommend gillette venus,1,1,0
26693810," Night Shyamalan I know that you know, he hasn't made a movie since Lady In the Water, god forbid that movie too",10,266938, night shyamalan i know that you know he hasnt made a movie since lady in the water god forbid that movie too,night shyamalan know know hasnt made movie since lady water god forbid movie,-1,-1,0
2BuFtglEcaY3,""" The depth of my feelings go way beyond that though to all of you",3,2BuFtglEcaY, the depth of my feelings go way beyond that though to all of you,depth feeling go way beyond though,-1,1,2
2239263," It's kind of like, a good set of actors but an awful script, bad directing, and the, the story is nothing to really talk about",3,223926, its kind of like a good set of actors but an awful script bad directing and the the story is nothing to really talk about,kind like good set actor awful script bad directing story nothing really talk,-1,-1,0
ICeSewdyf345,"And it's around instructional leadership, organizational leadership, operational leadership, and found the community engagement leadership that really makes a difference to ensure all kids achieve at high levels.",5,ICeSewdyf34,and its around instructional leadership organizational leadership operational leadership and found the community engagement leadership that really makes a difference to ensure all kids achieve at high levels,around instructional leadership organizational leadership operational leadership found community engagement leadership really make difference ensure kid achieve high level,1,1,0
501034, Just looking at this cover with the snake on it I don't like it,4,50103, just looking at this cover with the snake on it i dont like it,looking cover snake dont like,-1,-1,0
24333819, It's really not that funny,19,243338, its really not that funny,really funny,-1,-1,0
24334114," But they had to be, call it, they had to call it Meet the Spartans because every movie did so bad",14,243341, but they had to be call it they had to call it meet the spartans because every movie did so bad,call call meet spartan every movie bad,-1,-1,0
26190037, (umm) But it's just kind of a fun movie for the younger generation,37,261900, umm but its just kind of a fun movie for the younger generation,umm kind fun movie younger generation,1,-1,2
27159431, It's not worth seeing,31,271594, its not worth seeing,worth seeing,-1,-1,0
P3QEOJWxXI81,It's about providing the best care to the patient in the best manner and in the best streamlined manner that they possibly can,1,P3QEOJWxXI8,its about providing the best care to the patient in the best manner and in the best streamlined manner that they possibly can,providing best care patient best manner best streamlined manner possibly,1,0,1
966426, The plots kind of (stutter) but I mean puppets so what do you want,6,96642, the plots kind of stutter but i mean puppets so what do you want,plot kind stutter mean puppet want,0,0,0
1107668, It's completely a chick flick,8,110766, its completely a chick flick,completely chick flick,0,-1,1
JwzxqrD8tIo9,"Also, I think if you're hitting on someone, it might be a nice thing for you to admit or possibly apologize, for interrupting their work out.",9,JwzxqrD8tIo,also i think if youre hitting on someone it might be a nice thing for you to admit or possibly apologize for interrupting their work out,also think youre hitting someone might nice thing admit possibly apologize interrupting work,1,1,0
NKindd5Xn3s7,so you know if you put into practice these four small dots you can write comments with your own style and leave an indelible mark on the community.,7,NKindd5Xn3s,so you know if you put into practice these four small dots you can write comments with your own style and leave an indelible mark on the community,know put practice four small dot write comment style leave indelible mark community,0,1,1
26779913, (uhh) There is no way that any normal human being would invite him to a party,13,267799, uhh there is no way that any normal human being would invite him to a party,uhh way normal human would invite party,0,0,0
Rt9rN1ntS3E9," In the meantime, we're gonna be hanging out in our secret magic coffin",9,Rt9rN1ntS3E, in the meantime were gonna be hanging out in our secret magic coffin,meantime gon na hanging secret magic coffin,1,1,0
J3-NEG8uoiE9,"As food and water supplies dwindle, Pi struggles with health issues, like sores and dehydration.",9,J3-NEG8uoiE,as food and water supplies dwindle pi struggles with health issues like sores and dehydration,food water supply dwindle pi struggle health issue like sore dehydration,-1,1,2
f5k5cF80aUE2,"Crowdfunding is making dreams possible through personal projects, fundraising and is a great source for small business funding.",2,f5k5cF80aUE,crowdfunding is making dreams possible through personal projects fundraising and is a great source for small business funding,crowdfunding making dream possible personal project fundraising great source small business funding,1,1,0
23025214, I don't think it ever deserves more than that,14,230252, i dont think it ever deserves more than that,dont think ever deserves,-1,-1,0
AmGocfFQfVE5,"I also apologise to any stoats, ferrets, or polecats who may have felt included in the insult, but not to parliamentary polecats, obviously.",5,AmGocfFQfVE,i also apologise to any stoats ferrets or polecats who may have felt included in the insult but not to parliamentary polecats obviously,also apologise stoat ferret polecat may felt included insult parliamentary polecat obviously,0,-1,1
1932911," (umm) Unfortunately I didn't think that this was the funniest movie, so I guess what it really comes down to is this movie is sort of like it takes stand up comedian's doing their act you put it into a movie and ya throw in some separate parts where their you know you're going into sidelines of of (stutter) what's going on and that's kind of what this movies about",1,193291, umm unfortunately i didnt think that this was the funniest movie so i guess what it really comes down to is this movie is sort of like it takes stand up comedians doing their act you put it into a movie and ya throw in some separate parts where their you know youre going into sidelines of of stutter whats going on and thats kind of what this movies about,umm unfortunately didnt think funniest movie guess really come movie sort like take stand comedian act put movie ya throw separate part know youre going sideline stutter whats going thats kind movie,-1,-1,0
XVSDfgstFUQ5,The next book I have here is: Kill All Happies by Rachel Cohen,5,XVSDfgstFUQ,the next book i have here is kill all happies by rachel cohen,next book kill happies rachel cohen,1,1,0
HLFaW4oVP9E8,You want your subject to be at the end of your microphone and no closer.,8,HLFaW4oVP9E,you want your subject to be at the end of your microphone and no closer,want subject end microphone closer,0,1,1
UKVwc6I06x83,Go ahead Now reveal something about yourself Finally encourage Bob to continue,3,UKVwc6I06x8,go ahead now reveal something about yourself finally encourage bob to continue,go ahead reveal something finally encourage bob continue,1,1,0
2168579," (uhh) It always seems really cliche to me and (umm) tries to be deep, but it's really not",9,216857, uhh it always seems really cliche to me and umm tries to be deep but its really not,uhh always seems really cliche umm try deep really,-1,-1,0
799358, (uhh) Even then (uhh) It's probably not a good movie to watch,8,79935, uhh even then uhh its probably not a good movie to watch,uhh even uhh probably good movie watch,-1,-1,0
GAVpYuhMZAw7,"So that will just give you an average rental yield of maybe 3 or 4 %, something pretty low and they'll just say �we don't care what the property is renting for we're going to say it's going to for the 3 % yield and here is what will allocate to you.",7,GAVpYuhMZAw,so that will just give you an average rental yield of maybe  or   something pretty low and theyll just say �we dont care what the property is renting for were going to say its going to for the   yield and here is what will allocate to you,give average rental yield maybe something pretty low theyll say �we dont care property renting going say going yield allocate,1,0,1
gjSyl6evrWk7,"So, you can shampoo and get nice and gentle scalp massages at the same time.",7,gjSyl6evrWk,so you can shampoo and get nice and gentle scalp massages at the same time,shampoo get nice gentle scalp massage time,1,1,0
lpF-yBYou0s3,"SAYS THAT THE BILL HAS GOOD INTENTIONS -- ISLAMIC CENTER SAYS THE BILL HAS GOOD INTENTIONS, BUT COULD BE USED THE WRONG WAY.",3,lpF-yBYou0s,says that the bill has good intentions  islamic center says the bill has good intentions but could be used the wrong way,say bill good intention islamic center say bill good intention could used wrong way,0,1,1
SYnygYs-fAg14, By having these programs here is equipping the students to have really great careers and really great lives,14,SYnygYs-fAg, by having these programs here is equipping the students to have really great careers and really great lives,program equipping student really great career really great life,1,1,0
gJdSxPhf85M3,"    That said, efficient administration of public education in this state that protects or enhances quality, is worth pursuing if it makes sense.",3,gJdSxPhf85M,    that said efficient administration of public education in this state that protects or enhances quality is worth pursuing if it makes sense,said efficient administration public education state protects enhances quality worth pursuing make sense,1,1,0
jNdvceZ4etc4,You can achieve the perfect meditation posture by inhaling your shoulders up to your ears like so and exhaling your shoulder blades down along your spine,4,jNdvceZ4etc,you can achieve the perfect meditation posture by inhaling your shoulders up to your ears like so and exhaling your shoulder blades down along your spine,achieve perfect meditation posture inhaling shoulder ear like exhaling shoulder blade along spine,1,1,0
2084169, I don't want to give it away in case you haven't seen it,9,208416, i dont want to give it away in case you havent seen it,dont want give away case havent seen,0,1,1
2922773," It's supposed to be kind of this like thriller drama, but half the time I didn't know what was going on",3,292277, its supposed to be kind of this like thriller drama but half the time i didnt know what was going on,supposed kind like thriller drama half time didnt know going,-1,-1,0
912767," (uhh) The acting is about the same {clears throat} Nicolas Cage serves up a big, hammy helping of his balding, cheesy smile and attempt at charisma",7,91276, uhh the acting is about the same clears throat nicolas cage serves up a big hammy helping of his balding cheesy smile and attempt at charisma,uhh acting clear throat nicolas cage serf big hammy helping balding cheesy smile attempt charisma,-1,-1,0
jYT3-RQFy1U1,"It’s absurd for the ICC to ignore international law and agreements, Under which the Palestinians don't have a state and can only get one through direct negotiations with Israel.",1,jYT3-RQFy1U,it’s absurd for the icc to ignore international law and agreements under which the palestinians dont have a state and can only get one through direct negotiations with israel,’ absurd icc ignore international law agreement palestinian dont state get one direct negotiation israel,-1,-1,0
2217402," This stars Matt Damon and Greg Kinnear as (stutter) conjoined twins (uhh) who are combined, who are adjoined I guess at the liver",2,221740, this stars matt damon and greg kinnear as stutter conjoined twins uhh who are combined who are adjoined i guess at the liver,star matt damon greg kinnear stutter conjoined twin uhh combined adjoined guess liver,0,0,0
6PLlauWxF5E2,"I threw together a memo relying on my experience and my writing courses during my 1L year, and the agency ended up following my advice.",2,6PLlauWxF5E,i threw together a memo relying on my experience and my writing courses during my l year and the agency ended up following my advice,threw together memo relying experience writing course l year agency ended following advice,0,1,1
c9hE1ghElrM4, Always take this medication only as prescribed,4,c9hE1ghElrM, always take this medication only as prescribed,always take medication prescribed,0,0,0
27526712, I'd just try to forget about it,12,275267, id just try to forget about it,id try forget,-1,-1,0
1A-aRhYx-GQ13,I knew that this gonna be the program that would take me to the next level.,13,1A-aRhYx-GQ,i knew that this gonna be the program that would take me to the next level,knew gon na program would take next level,1,1,0
G38DwNDQ8Cc21,"When you read the above example, your first reaction might have been to dismiss the neighbor's debt as illegitimate and in no way your responsibility or your problem.",21,G38DwNDQ8Cc,when you read the above example your first reaction might have been to dismiss the neighbors debt as illegitimate and in no way your responsibility or your problem,read example first reaction might dismiss neighbor debt illegitimate way responsibility problem,0,0,0
UjqA6KVW2m87,"Yeah, maybe I should draw about now",7,UjqA6KVW2m8,yeah maybe i should draw about now,yeah maybe draw,0,-1,1
Y6zyM1nDhN05,"Finally, let us recall that in order to be effective, every civil and political right must have a legal tool to uphold it whenever it is threatened or affected",5,Y6zyM1nDhN0,finally let us recall that in order to be effective every civil and political right must have a legal tool to uphold it whenever it is threatened or affected,finally let u recall order effective every civil political right must legal tool uphold whenever threatened affected,0,1,1
8qCNtqjygW83,"Your skin, muscles, and blood vessels have a lot of tension to them",3,8qCNtqjygW8,your skin muscles and blood vessels have a lot of tension to them,skin muscle blood vessel lot tension,1,0,1
26190218," And that was one of the funnier scenes of the movie, unfortunately",18,261902, and that was one of the funnier scenes of the movie unfortunately,one funnier scene movie unfortunately,0,-1,1
2756204, It is a very funny movie,4,275620, it is a very funny movie,funny movie,1,-1,2
8-Hi9NmF4rM2,monkeys birthdays in oh if you can get the day in April where we celebrate mr,2,8-Hi9NmF4rM,monkeys birthdays in oh if you can get the day in april where we celebrate mr,monkey birthday oh get day april celebrate mr,1,1,0
451869, (uhh) I don't know why I went to go see it,9,45186, uhh i dont know why i went to go see it,uhh dont know went go see,-1,-1,0
NoZsdSGnNpI1,"As an actor, you probably have a warm up suite or some comfortable clothing that you use when you're working or rehearsing.",1,NoZsdSGnNpI,as an actor you probably have a warm up suite or some comfortable clothing that you use when youre working or rehearsing,actor probably warm suite comfortable clothing use youre working rehearsing,0,0,0
Rw2pzFGosmw2,"But what ever happened to Shannon Kane, the Spider Queen, you might be wondering",2,Rw2pzFGosmw,but what ever happened to shannon kane the spider queen you might be wondering,ever happened shannon kane spider queen might wondering,1,-1,2
26693836," Night Shyamalan has got to get back on track, we need another Signs, we need another Sixth Sense, we need another Unbreakable",36,266938, night shyamalan has got to get back on track we need another signs we need another sixth sense we need another unbreakable,night shyamalan got get back track need another sign need another sixth sense need another unbreakable,-1,0,1
L0WUuWYNeCo3, Many are too busy fulfilling their simple daily tasks to even consider attending the necessary home work required to know whether their financial investments are on the right track,3,L0WUuWYNeCo, many are too busy fulfilling their simple daily tasks to even consider attending the necessary home work required to know whether their financial investments are on the right track,many busy fulfilling simple daily task even consider attending necessary home work required know whether financial investment right track,0,0,0
StgqrTr0JqU10," I'm really like to remind our viewers to join us for the talent show for the 42nd annual IHSAA Girls Basketball state finals the bearing show will be shown on Fox Sports Indiana, Sunday January 15th at 6pm",10,StgqrTr0JqU, im really like to remind our viewers to join us for the talent show for the nd annual ihsaa girls basketball state finals the bearing show will be shown on fox sports indiana sunday january th at pm,im really like remind viewer join u talent show nd annual ihsaa girl basketball state final bearing show shown fox sport indiana sunday january th pm,1,0,1
27041613, I'd say (stutter) there's much more movies out there that are (uhh) so much more better than this,13,270416, id say stutter theres much more movies out there that are uhh so much more better than this,id say stutter there much movie uhh much better,-1,-1,0
7344713, Especially since it's a movie you know,13,73447, especially since its a movie you know,especially since movie know,0,-1,1
1282583, I enjoyed it,3,128258, i enjoyed it,enjoyed,1,1,0
9XCmrHbU-rU2,"If you cosign on an account with somebody else you're just as responsible for that debt as that person you cosign with, whether it's a credit card, a student loan, rent, and house payment, or whatever the case might be there, so if they're not paying it, even if you're not aware that they're not paying it, you're as responsible and  that's going to hurt your credit just as badly.",2,9XCmrHbU-rU,if you cosign on an account with somebody else youre just as responsible for that debt as that person you cosign with whether its a credit card a student loan rent and house payment or whatever the case might be there so if theyre not paying it even if youre not aware that theyre not paying it youre as responsible and  thats going to hurt your credit just as badly,cosign account somebody else youre responsible debt person cosign whether credit card student loan rent house payment whatever case might theyre paying even youre aware theyre paying youre responsible thats going hurt credit badly,0,0,0
32j1yMF37hA2,"If you walk through our, our student union━you walk through the quad, anything",2,32j1yMF37hA,if you walk through our our student union━you walk through the quad anything,walk student union━you walk quad anything,0,1,1
2370098," Randy Quaid xxx yeah, {laugh} there's some funny things that he does, but he did those things in the first one",8,237009, randy quaid xxx yeah laugh theres some funny things that he does but he did those things in the first one,randy quaid xxx yeah laugh there funny thing thing first one,0,-1,1
23810010, But if you're (uhh) looking for a good movie to see this weekend or next weekend (uhh) this is one to definitely avoid,10,238100, but if youre uhh looking for a good movie to see this weekend or next weekend uhh this is one to definitely avoid,youre uhh looking good movie see weekend next weekend uhh one definitely avoid,-1,-1,0
19074315, It was a total waste of money,15,190743, it was a total waste of money,total waste money,-1,-1,0
2097759, I thought the story line was a little too (uhh) too (uhh) too much,9,209775, i thought the story line was a little too uhh too uhh too much,thought story line little uhh uhh much,-1,-1,0
gXDRWhJbfFU5,In order to support that effort within your organization I'm happy to make a few things available for free download today.,5,gXDRWhJbfFU,in order to support that effort within your organization im happy to make a few things available for free download today,order support effort within organization im happy make thing available free download today,1,1,0
SI39azgVUR87,"Because I have lost all my unwanted weight, in such a brief amount of time, I could not believe it!",7,SI39azgVUR8,because i have lost all my unwanted weight in such a brief amount of time i could not believe it,lost unwanted weight brief amount time could believe,1,0,1
OORklkFql3k10,"Iran's Supreme Leader, the Ayatollah Khamenei, said on March 21 that the deal does not limit Iran's aggression in any way.",10,OORklkFql3k,irans supreme leader the ayatollah khamenei said on march  that the deal does not limit irans aggression in any way,iran supreme leader ayatollah khamenei said march deal limit iran aggression way,0,0,0
Sb6ftNgzz9M2,Welcome to the very first episode of Marriage Standing Journal video.,2,Sb6ftNgzz9M,welcome to the very first episode of marriage standing journal video,welcome first episode marriage standing journal video,0,1,1
L0WUuWYNeCo29, If you like this video please click the Like button,29,L0WUuWYNeCo, if you like this video please click the like button,like video please click like button,0,1,1
cOcNe3L4VAg8," So it's that right message, at the right time",8,cOcNe3L4VAg, so its that right message at the right time,right message right time,0,1,1
5qxZFmIaynE20,If you hover over any of the materials you will see the amount you have available at the facility  compared to the amount the job will use.,20,5qxZFmIaynE,if you hover over any of the materials you will see the amount you have available at the facility  compared to the amount the job will use,hover material see amount available facility compared amount job use,0,0,0
28258617, (uhh) will he? Won't he? Will she let him? (ehh) whatever,17,282586, uhh will he wont he will she let him ehh whatever,uhh wont let ehh whatever,0,0,0
JHW3nD6flgU5,"Employers want potential employees who are going to be responsible, so saying something that shows your responsibility, will really make an impression on the employer",5,JHW3nD6flgU,employers want potential employees who are going to be responsible so saying something that shows your responsibility will really make an impression on the employer,employer want potential employee going responsible saying something show responsibility really make impression employer,1,1,0
kKkZihSbxF42,I'm betting that men across this country will have no problem voting for the more qualified candidate who happens to be a woman,2,kKkZihSbxF4,im betting that men across this country will have no problem voting for the more qualified candidate who happens to be a woman,im betting men across country problem voting qualified candidate happens woman,1,1,0
27136611, Brendan Fraser just fails entirely,11,271366, brendan fraser just fails entirely,brendan fraser fails entirely,-1,-1,0
FGnHDWGYsA83,"The natural sound was so ...much richer, so much more natural.",3,FGnHDWGYsA8,the natural sound was so much richer so much more natural,natural sound much richer much natural,1,0,1
YcJ5RJYUr7Y28,"I realize I just said ""Overhire"" and some of you might not know what that is.",28,YcJ5RJYUr7Y,i realize i just said overhire and some of you might not know what that is,realize said overhire might know,0,-1,1
HXuRR2eBHHQ3,"I'm actually gonna be June 27th, and one of the things I'll be talking about is the most is the most important thing that I have learned in my tenure as a business person and in my work in helping people achieve what they wanted to do.",3,HXuRR2eBHHQ,im actually gonna be june th and one of the things ill be talking about is the most is the most important thing that i have learned in my tenure as a business person and in my work in helping people achieve what they wanted to do,im actually gon na june th one thing ill talking important thing learned tenure business person work helping people achieve wanted,1,1,0
JX-mwjSw0dk6,You don't see some other animal scurrying away with a briefcase to go to work where they sit around for seven hours a day at a desk every day.,6,JX-mwjSw0dk,you dont see some other animal scurrying away with a briefcase to go to work where they sit around for seven hours a day at a desk every day,dont see animal scurrying away briefcase go work sit around seven hour day desk every day,-1,1,2
Ua4g9q0r-dI1,I'd like to offer you some tips about how to improve your chances of winning your Social Security disability case.,1,Ua4g9q0r-dI,id like to offer you some tips about how to improve your chances of winning your social security disability case,id like offer tip improve chance winning social security disability case,0,1,1
2411726," Like what time, what date, what place (uhh) in their previous life and they got horrified and then some sudden deaths happen and they're all like surprised and too scared to tell everyone, And then they (umm) there was a spirit, (uhh) some sort of, in this movie, so",6,241172, like what time what date what place uhh in their previous life and they got horrified and then some sudden deaths happen and theyre all like surprised and too scared to tell everyone and then they umm there was a spirit uhh some sort of in this movie so,like time date place uhh previous life got horrified sudden death happen theyre like surprised scared tell everyone umm spirit uhh sort movie,0,0,0
6q5uKCgairk5," It's a celebration of things that you've learned, things that you've done to be proud of, and the relationships and camaraderie you had with other students",5,6q5uKCgairk, its a celebration of things that youve learned things that youve done to be proud of and the relationships and camaraderie you had with other students,celebration thing youve learned thing youve done proud relationship camaraderie student,1,1,0
2HP4KedfmSc5,"Over 30 years, they amassed an extraordinary collection of over 4,000 works, which they donated in the 1990s to the National Gallery of Art in Washington, D.C.",5,2HP4KedfmSc,over  years they amassed an extraordinary collection of over  works which they donated in the s to the national gallery of art in washington dc,year amassed extraordinary collection work donated national gallery art washington dc,1,1,0
c5VEvmutmVg4," And now, it just seems so relaxing",4,c5VEvmutmVg, and now it just seems so relaxing,seems relaxing,1,-1,2
ROC2YI3tDsk9,"I think you need to have a good eye for a product, you need to be very patient, you need to be good at communicating because we have to communicate within our retail side and our head office, government bodies, all sorts of suppliers and other people, so being a key communicator is absolutely essential.",9,ROC2YI3tDsk,i think you need to have a good eye for a product you need to be very patient you need to be good at communicating because we have to communicate within our retail side and our head office government bodies all sorts of suppliers and other people so being a key communicator is absolutely essential,think need good eye product need patient need good communicating communicate within retail side head office government body sort supplier people key communicator absolutely essential,0,1,1
2253435, (uhh) Parts of it are really really farfetched,5,225343, uhh parts of it are really really farfetched,uhh part really really farfetched,-1,-1,0
984424, (stutter) His dialogue just comes across as cheesy,4,98442, stutter his dialogue just comes across as cheesy,stutter dialogue come across cheesy,-1,-1,0
1017873, It's him and Anne Heche,3,101787, its him and anne heche,anne heche,0,-1,1
3076316," Things like that, and she's so great",16,30763, things like that and shes so great,thing like shes great,1,1,0
GK-Pprzh0t01,And it was talking about the violence and how there was great concern that there were mass atrocities and potential genocide.,1,GK-Pprzh0t0,and it was talking about the violence and how there was great concern that there were mass atrocities and potential genocide,talking violence great concern mass atrocity potential genocide,-1,-1,0
GUffC7vu9zA44,"I'm Peggy Collins, wishing you good luck and good business.",44,GUffC7vu9zA,im peggy collins wishing you good luck and good business,im peggy collins wishing good luck good business,1,1,0
J7UduuBfnrE6,"-That's right, Washington is just a lot more broken that Donald Trump thought",6,J7UduuBfnrE,thats right washington is just a lot more broken that donald trump thought,thats right washington lot broken donald trump thought,-1,-1,0
28871412, I mean it was just dumb,12,288714, i mean it was just dumb,mean dumb,-1,-1,0
TcTGCIh6e5s3,"For example, one might be a client that wants to talk to a web server",3,TcTGCIh6e5s,for example one might be a client that wants to talk to a web server,example one might client want talk web server,0,0,0
LJGL2sGvSS010," It can be anything from paid search to organic search, social media and content production essentially anything that helps them improve the effectiveness up their online presence",10,LJGL2sGvSS0, it can be anything from paid search to organic search social media and content production essentially anything that helps them improve the effectiveness up their online presence,anything paid search organic search social medium content production essentially anything help improve effectiveness online presence,1,1,0
19k6sEC781410,"But really to make that meaningful, meaningful for them in the real world.",10,19k6sEC7814,but really to make that meaningful meaningful for them in the real world,really make meaningful meaningful real world,0,0,0
9619414, (umm) I didn't enjoy it,14,96194, umm i didnt enjoy it,umm didnt enjoy,-1,-1,0
jNdvceZ4etc8,Now close your eyes and start to pay attention to your breath as it is in this moment,8,jNdvceZ4etc,now close your eyes and start to pay attention to your breath as it is in this moment,close eye start pay attention breath moment,1,1,0
451866, It wasn't very good at all,6,45186, it wasnt very good at all,wasnt good,-1,-1,0
cOcNe3L4VAg5," You really start seeing where things are integrated, and where there are holes",5,cOcNe3L4VAg, you really start seeing where things are integrated and where there are holes,really start seeing thing integrated hole,1,1,0
VjAvqFXEmmk1,That's why it's important to remember Takeaway number two: get into the conversation,1,VjAvqFXEmmk,thats why its important to remember takeaway number two get into the conversation,thats important remember takeaway number two get conversation,1,0,1
GpRDC-S88dM16, So that's just something I'd like to do,16,GpRDC-S88dM, so thats just something id like to do,thats something id like,1,-1,2
ll10nEjTvGE9,And I feel like today we've kind of cleared ourselves to go back to what we were when we began.,9,ll10nEjTvGE,and i feel like today weve kind of cleared ourselves to go back to what we were when we began,feel like today weve kind cleared go back began,1,1,0
27025421, This was funny,21,270254, this was funny,funny,1,-1,2
2010057," It does star Lily Tomlin, and Steve Martin",7,201005, it does star lily tomlin and steve martin,star lily tomlin steve martin,0,1,1
806208, (umm) It's more about this girl who's a witch who plays Samantha,8,80620, umm its more about this girl whos a witch who plays samantha,umm girl who witch play samantha,0,-1,1
1942996," (umm) There's a few decent stars in there where, I guess, maybe that's where my disappointment came from",6,194299, umm theres a few decent stars in there where i guess maybe thats where my disappointment came from,umm there decent star guess maybe thats disappointment came,0,-1,1
8pvMpMdGM416," Sitting at that hole and looking up at the front of the church, looking at the cross, and putting all this together and then looking back at that hole and realizing if I don't accept this Savior this this God I'm going to go into this hole and I'm going to go to hell",16,8pvMpMdGM4, sitting at that hole and looking up at the front of the church looking at the cross and putting all this together and then looking back at that hole and realizing if i dont accept this savior this this god im going to go into this hole and im going to go to hell,sitting hole looking front church looking cross putting together looking back hole realizing dont accept savior god im going go hole im going go hell,-1,0,1
YfxtwXXkCmc2, I'm graduating with degrees in international development studies and political science,2,YfxtwXXkCmc, im graduating with degrees in international development studies and political science,im graduating degree international development study political science,0,1,1
2779915," There's just not enough to work with there, I mean, sounds like a good place to build up some tension but they really didn't do a job in this movie",5,277991, theres just not enough to work with there i mean sounds like a good place to build up some tension but they really didnt do a job in this movie,there enough work mean sound like good place build tension really didnt job movie,-1,-1,0
1125094, (umm) Felt pretty rehashed,4,112509, umm felt pretty rehashed,umm felt pretty rehashed,-1,-1,0
26727810," Sort of a James Bondy joke, you know? And you really only realize this after watching this movie when you go ""Oh",10,267278, sort of a james bondy joke you know and you really only realize this after watching this movie when you go oh,sort james bondy joke know really realize watching movie go oh,-1,-1,0
25617411, Everything was romantic comedy-ish,11,256174, everything was romantic comedyish,everything romantic comedyish,0,-1,1
bdtwQxwySN015,"THAT is why I smile, because I KNOW the devil HATES IT, and I KNOW THAT WITH JESUS I AM PROTECTED!",15,bdtwQxwySN0,that is why i smile because i know the devil hates it and i know that with jesus i am protected,smile know devil hate know jesus protected,1,-1,2
2441809, It was just not good,9,244180, it was just not good,good,-1,-1,0
cOcNe3L4VAg2, We want to talk through four reasons why MarTech is important,2,cOcNe3L4VAg, we want to talk through four reasons why martech is important,want talk four reason martech important,1,1,0
27562017," There's deleted scenes, although I can't imagine watching, wanting to watch any more of this movie outside of what's contained in the previous thing",17,275620, theres deleted scenes although i cant imagine watching wanting to watch any more of this movie outside of whats contained in the previous thing,there deleted scene although cant imagine watching wanting watch movie outside whats contained previous thing,-1,-1,0
8879112, There's very few movies I would say I'd never watch again and this is one of them,12,88791, theres very few movies i would say id never watch again and this is one of them,there movie would say id never watch one,-1,-1,0
380198, (umm) Just wasn't really my kind of film,8,38019, umm just wasnt really my kind of film,umm wasnt really kind film,-1,-1,0
76sN4tvbPGk12,"There's no complete subject, a verb and the object that gives this sentence the ability to stand on it's own.",12,76sN4tvbPGk,theres no complete subject a verb and the object that gives this sentence the ability to stand on its own,there complete subject verb object give sentence ability stand,0,0,0
21061817, I think you'll really enjoy it,17,210618, i think youll really enjoy it,think youll really enjoy,1,-1,2
707102," I don't think it's that good it's a special edition and it's ninety-five minutes long, not really worth the ninety-five minutes as Kevin xxx in it xxx and (uhh) I don't know, they dance all wacky, they pretty good I mean, if I can dance like that, I want to be in a movie but it's about hip hop dancing and their stomp I guess and it has special features and {sigh} the making of you got served feature and it has preview on it too but, I don't know why they put a preview on a DVD but, they did",2,70710, i dont think its that good its a special edition and its ninetyfive minutes long not really worth the ninetyfive minutes as kevin xxx in it xxx and uhh i dont know they dance all wacky they pretty good i mean if i can dance like that i want to be in a movie but its about hip hop dancing and their stomp i guess and it has special features and sigh the making of you got served feature and it has preview on it too but i dont know why they put a preview on a dvd but they did,dont think good special edition ninetyfive minute long really worth ninetyfive minute kevin xxx xxx uhh dont know dance wacky pretty good mean dance like want movie hip hop dancing stomp guess special feature sigh making got served feature preview dont know put preview dvd,0,-1,1
12683117, So there you have it,17,126831, so there you have it,,0,-1,1
2674668, It was long,8,267466, it was long,long,0,-1,1
537428," Some people may like it because (umm) it's in the eighteen-hundreds, maybe mid eighteen-hundreds to late eighteen-hundreds and so (umm) it's interesting watching the social life of that era",8,53742, some people may like it because umm its in the eighteenhundreds maybe mid eighteenhundreds to late eighteenhundreds and so umm its interesting watching the social life of that era,people may like umm eighteenhundreds maybe mid eighteenhundreds late eighteenhundreds umm interesting watching social life era,0,0,0
